i,perc,n,acc,cor,alpha
13,0.6210526315789474,3706,0.6232394366197183,0.4990578674390197,0.49126106194690267
13,0.6684210526315789,4016,0.6549295774647887,0.5248145080099172,0.504633725559586
13,0.7157894736842105,4296,0.5985915492957746,0.5481763523505743,0.5247321566209342
13,0.7631578947368421,4604,0.6514084507042254,0.5274055837016769,0.5024077407740775
13,0.8105263157894737,4947,0.6514084507042254,0.5350809531649167,0.5249180327868852
13,0.8578947368421053,5167,0.6795774647887324,0.5809740078706137,0.5717249303176664
13,0.9052631578947369,5454,0.6866197183098591,0.5884022801762434,0.5850990530009668
13,0.9526315789473684,5758,0.6514084507042254,0.5149868159577139,0.5051502167084962
13,1.0,6038,0.6654929577464789,0.5471037422417614,0.5472435874319332
14,0.1,621,0.4823943661971831,0.14624125795813278,0.012755834199666971
14,0.1473684210526316,858,0.5211267605633803,0.3199453533031372,0.2845045154620367
14,0.19473684210526315,1179,0.5211267605633803,0.20919538283762334,0.12161390876761646
14,0.24210526315789474,1490,0.5598591549295775,0.3436257721986272,0.3197216497755695
14,0.2894736842105263,1721,0.5774647887323944,0.4191410049049181,0.4009726375807038
14,0.33684210526315794,1950,0.5633802816901409,0.36843087149690706,0.3677151075537768
14,0.38421052631578945,2300,0.5950704225352113,0.40927600096267475,0.40531017252757606
14,0.43157894736842106,2554,0.5845070422535211,0.3892666440175532,0.3734106486540181
14,0.4789473684210527,2927,0.6338028169014085,0.509669124279943,0.5048196104170848
14,0.5263157894736842,3140,0.6443661971830986,0.5105886211944556,0.5003749090093099
14,0.5736842105263158,3408,0.6373239436619719,0.5100909881427872,0.5074699928491556
14,0.6210526315789474,3710,0.6267605633802817,0.45454164661835506,0.44278711949018157
14,0.6684210526315789,4077,0.6302816901408451,0.47667711442314864,0.47585274010163414
14,0.7157894736842105,4378,0.6514084507042254,0.5046485544890544,0.49684386772708256
14,0.7631578947368421,4612,0.6443661971830986,0.516472009741051,0.5088809946714031
14,0.8105263157894737,4871,0.6866197183098591,0.5755551419304374,0.5724534643226473
14,0.8578947368421053,5152,0.573943661971831,0.45271495671334827,0.41040218324153244
14,0.9052631578947369,5454,0.6549295774647887,0.5298372607786003,0.5305110682542344
14,0.9526315789473684,5750,0.6373239436619719,0.47198260193887775,0.4613059250302298
14,1.0,6038,0.545774647887324,0.40375438443657724,0.3711462765764656
15,0.1,640,0.5105633802816901,0.3446246980458024,0.22750571646341455
15,0.1473684210526316,899,0.43661971830985913,0.12151021744266656,0.07682339259013127
15,0.19473684210526315,1200,0.5950704225352113,0.39202169934619197,0.38614670790985406
15,0.24210526315789474,1488,0.6126760563380281,0.49249624371576334,0.4893110482524258
15,0.2894736842105263,1769,0.6232394366197183,0.4202424499999027,0.41115346457104074
15,0.33684210526315794,2054,0.4753521126760563,0.31416773125293707,0.10794089507813331
15,0.38421052631578945,2350,0.602112676056338,0.3592709970353581,0.3230979001908917
15,0.43157894736842106,2620,0.6126760563380281,0.4953174764567118,0.4355331492661013
15,0.4789473684210527,2899,0.6091549295774648,0.4788559059586505,0.47438853366927347
15,0.5263157894736842,3212,0.5246478873239436,0.22901242929789212,0.18294105537638106
15,0.5736842105263158,3399,0.6091549295774648,0.44034751559966834,0.4081578031742633
15,0.6210526315789474,3805,0.6232394366197183,0.46206632700600314,0.4404647094444568
15,0.6684210526315789,4008,0.6654929577464789,0.5530016972612437,0.5534890358179138
15,0.7157894736842105,4265,0.6901408450704225,0.5632858204397111,0.5528074975387143
15,0.7631578947368421,4571,0.6302816901408451,0.5066482592185361,0.5035258131552526
15,0.8105263157894737,4852,0.6725352112676056,0.5612877336503387,0.5568520068511753
15,0.8578947368421053,5178,0.6584507042253521,0.5272279773928302,0.5049023276700846
15,0.9052631578947369,5447,0.6584507042253521,0.5205868225729978,0.49716266138553533
15,0.9526315789473684,5758,0.647887323943662,0.525422261351575,0.5164419469776641
15,1.0,6038,0.6690140845070423,0.5081328787884289,0.5082978607426202
16,0.1,603,0.45774647887323944,0.11392702597510301,0.01458561506830458
16,0.1473684210526316,861,0.5105633802816901,0.23019607780695392,0.19528597198641773
16,0.19473684210526315,1163,0.5704225352112676,0.37276874445845753,0.35835799736364315
16,0.24210526315789474,1498,0.5105633802816901,0.24876399149810136,0.23448594273562273
16,0.2894736842105263,1715,0.5669014084507042,0.44318925575325047,0.42923719334874366
16,0.33684210526315794,2033,0.6267605633802817,0.47017230776348,0.4690172627778405
16,0.38421052631578945,2301,0.5915492957746479,0.372193206762773,0.3660970706490523
16,0.43157894736842106,2633,0.6232394366197183,0.38233001514725534,0.31290573876915073
16,0.4789473684210527,2878,0.6197183098591549,0.46095872147306094,0.4098762269226458
16,0.5263157894736842,3195,0.6408450704225352,0.5116257141410531,0.5123176248221377
16,0.5736842105263158,3539,0.6267605633802817,0.4849308295064693,0.47682867753915703
16,0.6210526315789474,3768,0.6267605633802817,0.41316693702035506,0.3583246385452378
16,0.6684210526315789,4095,0.6373239436619719,0.5351055572562293,0.5307971014492754
16,0.7157894736842105,4313,0.6549295774647887,0.557068818074128,0.5541133150766042
16,0.7631578947368421,4610,0.6373239436619719,0.49206546523424255,0.4753303475589443
16,0.8105263157894737,4885,0.6267605633802817,0.44596988517709846,0.39845961771791316
16,0.8578947368421053,5176,0.6584507042253521,0.5622190420318232,0.5480702305844316
16,0.9052631578947369,5437,0.676056338028169,0.5674145085486559,0.5651342750520846
16,0.9526315789473684,5761,0.6619718309859155,0.5081305781167887,0.5082608339924182
16,1.0,6038,0.6161971830985915,0.4296465323360647,0.3491986870052133
17,0.1,616,0.5316901408450704,0.2826721292716765,0.27800311818673096
17,0.1473684210526316,923,0.5387323943661971,0.3927716152550085,0.3457340010615956
17,0.19473684210526315,1163,0.5035211267605634,0.27041687424408256,0.2003860694925087
17,0.24210526315789474,1426,0.573943661971831,0.3963010225577164,0.3913974428136836
17,0.2894736842105263,1767,0.5915492957746479,0.41771578779215923,0.3948040229758577
